customer_id,customer_name,email,gender,age,membership_tier,loyalty_points,preferred_language,customer_segment,is_prime_user,home_city,home_state,country,total_order_count,gross_revenue,total_discount_amount,lifetime_value,average_order_value,total_units_purchased,product_categories_purchased,distinct_products_purchased,first_order_timestamp,last_order_timestamp,days_since_last_order,repeat_purchase_signal,customer_value_segment,web_event_count,session_count,purchase_intent_event_count,customer_conversion_rate_pct,avg_engagement_score,avg_purchase_probability,avg_cart_abandonment_probability
290,Kevin Kara,aandra@example.net,,,Unknown,0,,Unknown,False,Kakinada,Meghalaya,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,3,15.00,0.3932,0.5080,0.5059
291,Kevin Sridhar,karnikleela@example.org,,,Unknown,0,,Unknown,False,Jamshedpur,West Bengal,India,2,145288.58,0.00,145288.58,72644.29,26,2,1,2026-03-27 04:09:50,2026-04-07 20:13:36,58,True,High Value,13,13,5,38.46,0.4089,0.4186,0.5001
292,Chandani Devan,pdeol@example.net,,,Unknown,0,,Unknown,False,Kota,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.4310,0.4848,0.3724
293,Nitesh Sarraf,tanay26@example.net,,,Unknown,0,,Unknown,False,Coimbatore,Mizoram,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,4,21.05,0.5470,0.5081,0.6328
294,Logan Dasgupta,bpanchal@example.com,,,Unknown,0,,Unknown,False,Bellary,Assam,India,8,134990.97,0.00,134990.97,16873.87,76,3,3,2026-01-24 21:31:50,2026-03-20 01:59:11,76,True,High Value,14,14,5,35.71,0.5545,0.3620,0.5711
295,Yuvraj Mane,mitrasamesh@example.net,,,Unknown,0,,Unknown,False,Shahjahanpur,Himachal Pradesh,India,4,507289.65,0.00,507289.65,126822.41,23,6,5,2026-04-16 10:42:11,2026-05-05 03:20:28,30,True,High Value,19,19,5,26.32,0.3959,0.4761,0.4419
296,Wriddhish Talwar,pchowdhury@example.com,,,Unknown,0,,Unknown,False,Katni,Jharkhand,India,6,198823.05,0.00,198823.05,33137.18,40,4,7,2026-03-09 17:51:40,2026-04-24 06:10:18,41,True,High Value,16,16,4,25.00,0.6269,0.5547,0.5158
297,Edhitha Deo,xsalvi@example.net,,,Unknown,0,,Unknown,False,Dehri,Andhra Pradesh,India,5,1046876.20,0.00,1046876.20,209375.24,14,1,0,2026-02-26 23:13:26,2026-03-16 01:52:49,80,True,High Value,13,13,6,46.15,0.5372,0.5771,0.4652
298,Anay Bir,lalatanveer@example.org,,,Unknown,0,,Unknown,False,Chittoor,Tripura,India,4,262278.24,0.00,262278.24,65569.56,27,4,5,2026-04-08 02:52:26,2026-04-08 02:52:26,57,True,High Value,17,17,5,29.41,0.5673,0.5037,0.4666
299,Yachana Sagar,fratti@example.net,,,Unknown,0,,Unknown,False,Sikar,Mizoram,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,10,10,0,0.00,0.4205,0.5721,0.5916
3,Inferred Customer 3,,Unknown,,Unknown,0,,Inferred Web Event Customer,False,Giridih,Unknown,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,23,23,10,43.48,0.4631,0.5317,0.5188
30,Yash Pingle,nakul78@example.net,,,Unknown,0,,Unknown,False,Mira-Bhayandar,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,5,29.41,0.5337,0.4900,0.4016
300,Farhan Vaidya,nachiketyadav@example.com,,,Unknown,0,,Unknown,False,Alwar,Assam,India,6,693660.26,0.00,693660.26,115610.04,22,6,9,2026-04-20 05:35:40,2026-05-16 07:51:36,19,True,High Value,23,23,10,43.48,0.4568,0.6167,0.5961
301,Dayita Sarkar,dalbirkonda@example.org,,,Unknown,0,,Unknown,False,Dharmavaram,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,5,31.25,0.5588,0.4693,0.4721
302,Dayamai Gill,aroralaksh@example.net,,,Unknown,0,,Unknown,False,Bhiwandi,Manipur,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,4,25.00,0.5811,0.5353,0.5396
303,Zansi Lad,kamyadate@example.net,,,Unknown,0,,Unknown,False,Ujjain,Meghalaya,India,1,57956.82,0.00,57956.82,57956.82,10,2,1,2026-03-03 20:41:59,2026-03-03 20:41:59,93,False,High Value,10,10,2,20.00,0.4772,0.3344,0.5644
304,Gautami Sanghvi,devansh49@example.net,,,Unknown,0,,Unknown,False,Kochi,Tripura,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,5,25.00,0.5015,0.4681,0.5567
305,Christopher Tata,jhalakdugar@example.com,,,Unknown,0,,Unknown,False,Mehsana,Manipur,India,6,730862.01,0.00,730862.01,121810.34,63,7,8,2026-03-04 19:54:57,2026-05-14 03:59:51,21,True,High Value,16,16,4,25.00,0.3305,0.4679,0.5522
306,Vedant Upadhyay,basuadvik@example.org,,,Unknown,0,,Unknown,False,Chapra,Sikkim,India,1,28532.59,0.00,28532.59,28532.59,7,2,2,2026-04-16 12:47:49,2026-04-16 12:47:49,49,False,High Value,16,16,7,43.75,0.5225,0.4386,0.4437
307,Mason Gola,sainiudarsh@example.com,,,Unknown,0,,Unknown,False,Chittoor,Kerala,India,3,193118.94,0.00,193118.94,64372.98,27,2,1,2026-03-08 02:28:05,2026-03-08 02:28:05,88,True,High Value,14,14,6,42.86,0.5537,0.5231,0.2302
308,Anika Brahmbhatt,jagdish80@example.org,,,Unknown,0,,Unknown,False,Erode,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,6,30.00,0.5263,0.5512,0.6026
309,Ekapad Shroff,deepa51@example.net,,,Unknown,0,,Unknown,False,Hazaribagh,Arunachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,3,23.08,0.4799,0.5289,0.4855
31,Chandani Chawla,aishanidalia@example.org,,,Unknown,0,,Unknown,False,Pudukkottai,Uttar Pradesh,India,5,31008.60,0.00,31008.60,6201.72,44,5,5,2026-03-21 12:00:45,2026-03-21 12:00:45,75,True,High Value,15,15,6,40.00,0.5047,0.4722,0.4578
310,Bishakha Modi,ucchalpillay@example.net,,,Unknown,0,,Unknown,False,Bangalore,Kerala,India,1,209948.48,0.00,209948.48,209948.48,1,1,0,2026-03-11 11:24:10,2026-03-11 11:24:10,85,False,High Value,16,16,2,12.50,0.4694,0.5053,0.4221
311,Matthew Ahuja,obajwa@example.net,,,Unknown,0,,Unknown,False,Thiruvananthapuram,Telangana,India,4,948947.40,0.00,948947.40,237236.85,26,4,8,2026-05-13 21:15:43,2026-05-13 21:15:43,22,True,High Value,14,14,2,14.29,0.5600,0.5300,0.6460
312,Krisha Mohanty,jhawazir@example.com,,,Unknown,0,,Unknown,False,Bangalore,Karnataka,India,4,562493.04,0.00,562493.04,140623.26,20,4,5,2026-04-25 15:56:18,2026-05-10 20:45:16,25,True,High Value,21,21,9,42.86,0.4493,0.4661,0.4880
313,Girik Bassi,zinalsachar@example.net,,,Unknown,0,,Unknown,False,Allahabad,Chhattisgarh,India,3,535693.08,0.00,535693.08,178564.36,10,4,4,2026-05-07 04:57:12,2026-05-07 04:57:12,28,True,High Value,13,13,8,61.54,0.4534,0.6565,0.5473
314,Girish Tiwari,meeraborde@example.net,,,Unknown,0,,Unknown,False,Berhampore,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,3,14.29,0.5207,0.3451,0.4783
315,Warjas Manne,divya65@example.com,,,Unknown,0,,Unknown,False,Raebareli,Sikkim,India,2,486846.18,0.00,486846.18,243423.09,4,1,1,2026-05-12 05:51:10,2026-05-16 12:00:17,19,True,High Value,22,22,8,36.36,0.5748,0.5095,0.5608
316,Samaksh Deshpande,dugalhitesh@example.org,,,Unknown,0,,Unknown,False,Darbhanga,Haryana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,4,19.05,0.4988,0.6348,0.4013
317,Jai Wason,sarthak74@example.com,,,Unknown,0,,Unknown,False,Kirari Suleman Nagar,Karnataka,India,6,926907.00,0.00,926907.00,154484.50,57,2,1,2026-02-19 10:42:46,2026-02-19 10:42:46,105,True,High Value,15,15,4,26.67,0.5719,0.4537,0.5575
318,Daksha Baria,falakdivan@example.org,,,Unknown,0,,Unknown,False,Jamshedpur,Assam,India,4,593667.56,0.00,593667.56,148416.89,38,6,9,2026-03-28 22:22:09,2026-04-12 09:35:31,53,True,High Value,15,15,3,20.00,0.5986,0.3635,0.4633
319,Chandani Lad,azaanravel@example.com,,,Unknown,0,,Unknown,False,Raurkela Industrial Township,Madhya Pradesh,India,4,408428.42,0.00,408428.42,102107.11,24,5,4,2026-02-19 14:08:17,2026-04-28 17:06:53,37,True,High Value,17,17,9,52.94,0.5322,0.3764,0.4859
32,Hemal Jani,yashasvi74@example.org,,,Unknown,0,,Unknown,False,Darbhanga,Jharkhand,India,2,104974.24,0.00,104974.24,52487.12,7,1,0,2026-04-07 21:46:23,2026-04-07 21:46:23,58,True,High Value,15,15,3,20.00,0.2614,0.5403,0.4349
320,Logan Dara,bhatiatristan@example.org,,,Unknown,0,,Unknown,False,Bareilly,Manipur,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,24,24,8,33.33,0.5356,0.4875,0.4437
321,Aashi Borde,bhattacharyyarudra@example.net,,,Unknown,0,,Unknown,False,Rewa,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,11,11,1,9.09,0.6298,0.5550,0.5979
322,Jason Basak,kbedi@example.net,,,Unknown,0,,Unknown,False,Warangal,Assam,India,1,81683.80,0.00,81683.80,81683.80,8,2,3,2026-05-17 02:16:42,2026-05-17 02:16:42,18,False,High Value,20,20,5,25.00,0.5633,0.5042,0.4910
323,Lavanya Sandhu,iryakala@example.org,,,Unknown,0,,Unknown,False,Tenali,Meghalaya,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,8,8,5,62.50,0.2216,0.5052,0.5090
324,Bakhshi Korpal,wishi68@example.com,,,Unknown,0,,Unknown,False,Parbhani,Manipur,India,2,358586.46,0.00,358586.46,179293.23,22,1,0,2026-02-04 05:43:01,2026-03-18 10:03:02,78,True,High Value,19,19,6,31.58,0.4838,0.5184,0.4714
325,Laksh Saini,zaidbahl@example.com,,,Unknown,0,,Unknown,False,Chandigarh,Himachal Pradesh,India,8,750822.92,0.00,750822.92,93852.87,70,7,13,2026-02-25 20:52:06,2026-05-05 14:54:19,30,True,High Value,20,20,7,35.00,0.4498,0.5451,0.5579
326,Hemangini Thakkar,lipika42@example.org,,,Unknown,0,,Unknown,False,Nangloi Jat,Nagaland,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,7,36.84,0.4766,0.5572,0.4400
327,Avni Bhardwaj,wwagle@example.net,,,Unknown,0,,Unknown,False,Kavali,Haryana,India,8,525715.90,0.00,525715.90,65714.49,45,4,4,2026-01-29 10:21:04,2026-05-13 20:19:26,22,True,High Value,15,15,9,60.00,0.3603,0.5339,0.4791
328,Wridesh Lata,kandalipika@example.com,,,Unknown,0,,Unknown,False,Kozhikode,Bihar,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,11,11,2,18.18,0.5240,0.5360,0.5310
329,Jagrati Bala,lucky93@example.com,,,Unknown,0,,Unknown,False,Belgaum,Haryana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,22,22,5,22.73,0.4460,0.3478,0.5912
33,Chaitanya Aggarwal,kalpit42@example.net,,,Unknown,0,,Unknown,False,Bhusawal,Uttarakhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,3,21.43,0.4872,0.5734,0.4961
330,Gautam Bhalla,theodorebahri@example.net,,,Unknown,0,,Unknown,False,Akola,Meghalaya,India,3,61915.65,0.00,61915.65,20638.55,15,2,1,2026-04-14 01:02:44,2026-04-14 01:02:44,51,True,High Value,14,14,7,50.00,0.3769,0.4495,0.5614
331,Kalpit Oak,ekiyabhargava@example.org,,,Unknown,0,,Unknown,False,Mumbai,Karnataka,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,14,14,4,28.57,0.4101,0.5665,0.6003
332,Indrajit Vora,elijah56@example.net,,,Unknown,0,,Unknown,False,Dharmavaram,Tamil Nadu,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,1,11.11,0.4881,0.6515,0.4984
333,Laban Dugar,psur@example.com,,,Unknown,0,,Unknown,False,Naihati,Jharkhand,India,1,146866.46,0.00,146866.46,146866.46,2,1,0,2026-01-24 05:40:08,2026-01-24 05:40:08,131,False,High Value,16,16,8,50.00,0.4685,0.5071,0.5026
334,Udant Gill,umohanty@example.net,,,Unknown,0,,Unknown,False,Kishanganj,Tamil Nadu,India,3,663503.70,0.00,663503.70,221167.90,23,5,7,2026-05-13 10:39:52,2026-05-17 10:22:46,18,True,High Value,17,17,6,35.29,0.6099,0.4400,0.5295
335,Mahika Bali,eeshakant@example.net,,,Unknown,0,,Unknown,False,Warangal,Goa,India,4,301309.60,0.00,301309.60,75327.40,42,1,0,2026-02-25 08:54:34,2026-03-06 17:16:12,90,True,High Value,16,16,6,37.50,0.5230,0.5701,0.5597
336,Faras Khanna,ekaja21@example.net,,,Unknown,0,,Unknown,False,Mehsana,Chhattisgarh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,4,26.67,0.5871,0.5661,0.4499
337,Shaurya Krish,pallaaahana@example.org,,,Unknown,0,,Unknown,False,Amroha,Andhra Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,3,23.08,0.4957,0.5036,0.4052
338,Oni Ganesan,ytailor@example.com,,,Unknown,0,,Unknown,False,Nashik,Madhya Pradesh,India,2,146866.46,0.00,146866.46,73433.23,13,2,1,2026-03-17 16:29:19,2026-03-17 16:29:19,79,True,High Value,20,20,4,20.00,0.4962,0.5003,0.5391
339,Umang Gaba,zborah@example.org,,,Unknown,0,,Unknown,False,Salem,Uttarakhand,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,2,10.00,0.4263,0.5104,0.5181
34,Aditya Choudhury,dixitbalendra@example.com,,,Unknown,0,,Unknown,False,Suryapet,Tamil Nadu,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,4,25.00,0.6006,0.4291,0.6306
340,Henry Borah,onkar62@example.net,,,Unknown,0,,Unknown,False,Jaipur,Karnataka,India,2,166170.81,0.00,166170.81,83085.41,9,1,0,2026-03-10 09:49:44,2026-05-05 09:32:01,30,True,High Value,15,15,5,33.33,0.5408,0.3944,0.6132
341,Vasudha Balasubramanian,mgala@example.com,,,Unknown,0,,Unknown,False,Motihari,Assam,India,2,166367.10,0.00,166367.10,83183.55,21,3,4,2026-03-27 09:26:22,2026-04-25 04:37:06,40,True,High Value,20,20,7,35.00,0.6012,0.4638,0.5381
342,Samesh Gupta,qzachariah@example.net,,,Unknown,0,,Unknown,False,Meerut,Bihar,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,5,27.78,0.3778,0.4311,0.5828
343,Chandran Ramaswamy,ddube@example.com,,,Unknown,0,,Unknown,False,Bihar Sharif,Haryana,India,2,124945.50,0.00,124945.50,62472.75,12,1,0,2026-03-06 16:06:20,2026-03-06 16:06:20,90,True,High Value,19,19,4,21.05,0.5119,0.5027,0.4716
344,Varsha Iyengar,balsamuel@example.org,,,Unknown,0,,Unknown,False,Purnia,Assam,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,5,33.33,0.5845,0.5408,0.6082
345,Darika Rao,qsuresh@example.com,,,Unknown,0,,Unknown,False,Jodhpur,Meghalaya,India,2,83634.13,0.00,83634.13,41817.07,24,4,6,2026-04-25 17:56:08,2026-05-17 07:07:31,18,True,High Value,17,17,7,41.18,0.4971,0.4968,0.4783
346,Kamala Raj,rachit70@example.com,,,Unknown,0,,Unknown,False,Tinsukia,Madhya Pradesh,India,1,14457.72,0.00,14457.72,14457.72,3,1,1,2026-05-07 07:13:55,2026-05-07 07:13:55,28,False,High Value,14,14,4,28.57,0.5622,0.3543,0.5190
347,Amruta Bhatia,gunbirchada@example.net,,,Unknown,0,,Unknown,False,Kirari Suleman Nagar,Himachal Pradesh,India,1,264678.05,0.00,264678.05,264678.05,5,2,2,2026-05-01 13:49:18,2026-05-01 13:49:18,34,False,High Value,9,9,4,44.44,0.5710,0.6814,0.6650
348,Darsh Ram,rwason@example.com,,,Unknown,0,,Unknown,False,Hosur,Maharashtra,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,5,26.32,0.4429,0.5647,0.4847
349,Megha Banerjee,jaisen@example.org,,,Unknown,0,,Unknown,False,Fatehpur,Jharkhand,India,3,125983.38,0.00,125983.38,41994.46,43,5,8,2026-04-30 13:48:09,2026-05-18 07:11:11,17,True,High Value,15,15,8,53.33,0.4735,0.3167,0.4335
35,Darika Patla,parmarshivansh@example.net,,,Unknown,0,,Unknown,False,Chinsurah,Chhattisgarh,India,2,127485.21,0.00,127485.21,63742.61,12,1,0,2026-02-05 23:02:46,2026-03-31 23:46:12,65,True,High Value,17,17,8,47.06,0.5559,0.6216,0.4466
350,Jonathan Basak,rbrar@example.com,,,Unknown,0,,Unknown,False,Rajpur Sonarpur,Uttar Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,5,27.78,0.5603,0.4941,0.5490
351,Ekaja Bhavsar,ramamekhala@example.net,,,Unknown,0,,Unknown,False,Siliguri,Uttarakhand,India,2,632631.60,0.00,632631.60,316315.80,21,4,6,2026-05-13 19:47:18,2026-05-13 19:47:18,22,True,High Value,21,21,9,42.86,0.3949,0.4648,0.4176
352,Advik Virk,achowdhury@example.org,,,Unknown,0,,Unknown,False,Bally,Mizoram,India,3,341516.94,0.00,341516.94,113838.98,19,5,5,2026-04-23 09:20:45,2026-04-23 09:20:45,42,True,High Value,14,14,4,28.57,0.5634,0.5639,0.5324
353,Hitesh Chaudhuri,hemangini64@example.com,,,Unknown,0,,Unknown,False,Tezpur,Odisha,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,5,29.41,0.5339,0.4946,0.5266
354,Baljiwan Gera,neha29@example.net,,,Unknown,0,,Unknown,False,Aurangabad,Punjab,India,6,1113051.24,0.00,1113051.24,185508.54,38,6,8,2026-05-06 01:24:19,2026-05-08 20:45:53,27,True,High Value,23,23,8,34.78,0.5076,0.5393,0.5202
355,Wazir Bawa,xluthra@example.org,,,Unknown,0,,Unknown,False,Agra,Madhya Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,4,19.05,0.4714,0.4817,0.5449
356,Vyanjana Chaudhari,krishmital@example.net,,,Unknown,0,,Unknown,False,Avadi,Jharkhand,India,2,204336.98,0.00,204336.98,102168.49,12,3,2,2026-04-12 09:36:21,2026-04-22 11:03:12,43,True,High Value,22,22,8,36.36,0.5926,0.5202,0.4774
357,Gaurav Guha,akakar@example.net,,,Unknown,0,,Unknown,False,Pondicherry,Himachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,3,17.65,0.5816,0.5400,0.5735
358,Daksh Varma,dominicmukhopadhyay@example.net,,,Unknown,0,,Unknown,False,Hazaribagh,West Bengal,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,5,31.25,0.3999,0.4615,0.6942
359,Oscar Hans,dalbirkrish@example.org,,,Unknown,0,,Unknown,False,Bhavnagar,Tripura,India,2,246379.84,0.00,246379.84,123189.92,10,3,3,2026-04-08 11:57:30,2026-04-08 11:57:30,57,True,High Value,19,19,6,31.58,0.4885,0.4619,0.4557
36,Mohammed Khalsa,petersachar@example.org,,,Unknown,0,,Unknown,False,Kota,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,15,15,3,20.00,0.4572,0.5923,0.4192
360,Anusha Pillay,ztiwari@example.net,,,Unknown,0,,Unknown,False,Dhanbad,Kerala,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,21,21,11,52.38,0.3737,0.6067,0.5403
361,Vrinda Sehgal,urvipalla@example.com,,,Unknown,0,,Unknown,False,Ludhiana,Haryana,India,2,198862.17,0.00,198862.17,99431.09,25,4,5,2026-05-11 08:49:49,2026-05-15 20:21:35,20,True,High Value,17,17,7,41.18,0.6062,0.4216,0.4351
362,Bhavani Bala,kbawa@example.net,,,Unknown,0,,Unknown,False,Rampur,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,11,11,3,27.27,0.4562,0.4511,0.4581
363,Samuel Luthra,bvarghese@example.net,,,Unknown,0,,Unknown,False,Korba,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,2,10.00,0.6382,0.6471,0.5346
364,Abhiram Kapur,dalaja46@example.com,,,Unknown,0,,Unknown,False,Bhalswa Jahangir Pur,Chhattisgarh,India,2,386371.15,0.00,386371.15,193185.58,17,2,1,2026-01-22 02:33:15,2026-05-15 06:56:54,20,True,High Value,8,8,5,62.50,0.4800,0.4117,0.7319
365,Unnati Mittal,achaudry@example.net,,,Unknown,0,,Unknown,False,Jaunpur,Himachal Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,19,19,5,26.32,0.4844,0.5602,0.4888
366,Chanchal Chokshi,vbhatt@example.com,,,Unknown,0,,Unknown,False,Kishanganj,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.4094,0.4245,0.4151
367,Raghav Doctor,daksheshraval@example.net,,,Unknown,0,,Unknown,False,Bally,Himachal Pradesh,India,1,155354.48,0.00,155354.48,155354.48,0,0,0,2026-05-07 13:13:56,2026-05-07 13:13:56,28,False,High Value,9,9,2,22.22,0.4665,0.6031,0.5320
368,Widisha Merchant,omya66@example.net,,,Unknown,0,,Unknown,False,Kolhapur,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,16,16,2,12.50,0.4174,0.5131,0.5759
369,Hemal Kapadia,gparmer@example.com,,,Unknown,0,,Unknown,False,Ballia,Tamil Nadu,India,9,306657.94,0.00,306657.94,34073.10,69,7,19,2026-05-06 13:41:43,2026-05-13 06:03:07,22,True,High Value,11,11,6,54.55,0.5786,0.4101,0.3211
37,Yuvraj Loke,hritikraja@example.org,,,Unknown,0,,Unknown,False,Thoothukudi,Uttar Pradesh,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,24,24,6,25.00,0.5613,0.4413,0.4788
370,Gunbir Sinha,aarnagoswami@example.net,,,Unknown,0,,Unknown,False,Proddatur,Goa,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,18,18,4,22.22,0.5490,0.5259,0.3983
371,Udant Mohanty,xnarula@example.com,,,Unknown,0,,Unknown,False,Hubli–Dharwad,Haryana,India,4,1555804.60,0.00,1555804.60,388951.15,12,2,3,2026-05-17 12:30:23,2026-05-17 12:30:23,18,True,High Value,22,22,14,63.64,0.5715,0.4598,0.4847
372,Upma Bera,sodhirobert@example.net,,,Unknown,0,,Unknown,False,Madhyamgram,West Bengal,India,3,189782.04,0.00,189782.04,63260.68,18,1,0,2026-03-07 11:12:04,2026-03-07 11:12:04,89,True,High Value,12,12,3,25.00,0.6115,0.6505,0.4220
373,Odika Bhagat,lakshiyer@example.com,,,Unknown,0,,Unknown,False,Eluru,Mizoram,India,8,1217725.27,0.00,1217725.27,152215.66,67,6,8,2026-03-12 07:12:01,2026-04-21 07:17:25,44,True,High Value,20,20,4,20.00,0.4969,0.4817,0.3966
374,Diya Gole,suragaurangi@example.net,,,Unknown,0,,Unknown,False,Jehanabad,Manipur,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,3,17.65,0.4910,0.6249,0.7416
375,Aayush Seth,shaurya29@example.org,,,Unknown,0,,Unknown,False,Satara,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,17,17,5,29.41,0.6622,0.4774,0.4300
376,Pushti Raval,ysood@example.org,,,Unknown,0,,Unknown,False,Hubli–Dharwad,Chhattisgarh,India,6,538960.26,0.00,538960.26,89826.71,45,3,2,2026-02-09 02:22:48,2026-03-07 01:20:17,89,True,High Value,13,13,7,53.85,0.5380,0.3010,0.6118
377,Akshay Nagy,andrewagrawal@example.net,,,Unknown,0,,Unknown,False,Deoghar,Gujarat,India,1,17077.55,0.00,17077.55,17077.55,11,2,2,2026-05-01 01:01:03,2026-05-01 01:01:03,34,False,High Value,8,8,4,50.00,0.6893,0.4112,0.4863
378,Devika Dayal,rajagopalyahvi@example.net,,,Unknown,0,,Unknown,False,Kamarhati,Tamil Nadu,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,6,6,0,0.00,0.5368,0.5562,0.7138
379,Chanchal Mannan,mvenkatesh@example.net,,,Unknown,0,,Unknown,False,Rourkela,Assam,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,13,13,4,30.77,0.5424,0.4437,0.4379
38,Inaya Mody,udantbajwa@example.net,,,Unknown,0,,Unknown,False,Korba,Gujarat,India,4,302544.28,0.00,302544.28,75636.07,28,5,6,2026-04-23 21:14:50,2026-04-23 21:14:50,42,True,High Value,13,13,4,30.77,0.3812,0.5954,0.4283
380,Hema Suri,raghav26@example.org,,,Unknown,0,,Unknown,False,Raebareli,Sikkim,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,9,9,3,33.33,0.6468,0.3756,0.5533
381,Siddharth Bains,jatinperi@example.net,,,Unknown,0,,Unknown,False,Rajahmundry,Telangana,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,20,20,7,35.00,0.5376,0.5591,0.6159
382,Chanakya Bava,bahrichanakya@example.net,,,Unknown,0,,Unknown,False,Gandhinagar,Rajasthan,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,23,23,9,39.13,0.4418,0.4855,0.5003
383,Jatin Krishnan,ndua@example.net,,,Unknown,0,,Unknown,False,Erode,Manipur,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,22,22,9,40.91,0.4726,0.5320,0.5556
384,Zinal Madan,omyacheema@example.net,,,Unknown,0,,Unknown,False,Barasat,Maharashtra,India,0,0.00,0.00,0.00,0.00,0,0,0,,,,False,No Purchase Yet,10,10,3,30.00,0.4048,0.4689,0.4684
385,Widisha Issac,adyavirk@example.org,,,Unknown,0,,Unknown,False,Ichalkaranji,Bihar,India,5,431054.10,0.00,431054.10,86210.82,26,5,5,2026-04-12 03:55:51,2026-04-12 03:55:51,53,True,High Value,16,16,5,31.25,0.5928,0.3922,0.3858
386,Balveer Taneja,vasananarayanan@example.org,,,Unknown,0,,Unknown,False,Alappuzha,Jharkhand,India,4,375323.92,0.00,375323.92,93830.98,11,2,1,2026-03-08 16:40:01,2026-04-17 12:54:13,48,True,High Value,15,15,7,46.67,0.4865,0.5154,0.3744
